document_title,eisenhower_url,naid,collection,topic,bibliography_matches,matched_bibliography_files,unit_record_matches,matched_unit_records
"D-DAY MESSAGES, June 6, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections Box 194,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
Cherbourg (1)-(2),https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"HODGES, COURTNEY HICKS: Papers, 1904-1965 Box 3",D-Day Invasion (Subject Guide),9,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; combat_intervs_01KQ638WTAZN0NQR1HFM9PCCGA.json; combat_interviews_82d_abn_and_4th_inf_divs_01KQ6399W4K7QNM8G8S38S0G72.json; utah_beach_to_cherbourg_01KPT1SQKS4R97TH0JPBKZZKHT.json; although_general_bradley_thus_exposed_himself_to_criticism_for_piecemeal_commitm_01KPT1CWB5ATZQNS8GXW2ZTG16.json,0,
D-Day Broadcast Documents,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"HODGES, COURTNEY HICKS: Papers, 1904-1965 Box 1",D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
16th Inf Regt Summary of Regimental Situation on D-Day 6 June 194,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 24, Reel 139",D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
16th Inf Regt 3rd Bn D-Day Operations June 1944 [884-888],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 26, Reel 151",D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
Special Operation Report The Advance to Cherbourg June 1944,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 1, Reel 2",D-Day Invasion (Subject Guide),9,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; combat_intervs_01KQ638WTAZN0NQR1HFM9PCCGA.json; combat_interviews_82d_abn_and_4th_inf_divs_01KQ6399W4K7QNM8G8S38S0G72.json; utah_beach_to_cherbourg_01KPT1SQKS4R97TH0JPBKZZKHT.json; although_general_bradley_thus_exposed_himself_to_criticism_for_piecemeal_commitm_01KPT1CWB5ATZQNS8GXW2ZTG16.json,0,
Cherbourg June1944,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 20, Reel 115",D-Day Invasion (Subject Guide),9,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; combat_intervs_01KQ638WTAZN0NQR1HFM9PCCGA.json; combat_interviews_82d_abn_and_4th_inf_divs_01KQ6399W4K7QNM8G8S38S0G72.json; utah_beach_to_cherbourg_01KPT1SQKS4R97TH0JPBKZZKHT.json; although_general_bradley_thus_exposed_himself_to_criticism_for_piecemeal_commitm_01KPT1CWB5ATZQNS8GXW2ZTG16.json,0,
Graphic Story of Division’s Operations on Cherbourg Peninsula 6 June-8,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 1, Reel 1",D-Day Invasion (Subject Guide),9,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; combat_intervs_01KQ638WTAZN0NQR1HFM9PCCGA.json; combat_interviews_82d_abn_and_4th_inf_divs_01KQ6399W4K7QNM8G8S38S0G72.json; utah_beach_to_cherbourg_01KPT1SQKS4R97TH0JPBKZZKHT.json; although_general_bradley_thus_exposed_himself_to_criticism_for_piecemeal_commitm_01KPT1CWB5ATZQNS8GXW2ZTG16.json,0,
307th A/B Medical Co Operations Cherbourg Peninsula 6 June-11,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 11, Reel 61",D-Day Invasion (Subject Guide),9,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; combat_intervs_01KQ638WTAZN0NQR1HFM9PCCGA.json; combat_interviews_82d_abn_and_4th_inf_divs_01KQ6399W4K7QNM8G8S38S0G72.json; utah_beach_to_cherbourg_01KPT1SQKS4R97TH0JPBKZZKHT.json; although_general_bradley_thus_exposed_himself_to_criticism_for_piecemeal_commitm_01KPT1CWB5ATZQNS8GXW2ZTG16.json,0,
"82nd A/B Signal Co Operations Report, Operation Neptune 6 June15 July 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 11, Reel 61",D-Day Invasion (Subject Guide),86,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; msg_g_2_to_co_base_echelon_17_sep_01KT9TFHDHJWP90V6TZF63P068.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json,0,
U.S. Army units listed below were involved in the first 4 days of the Normandy Invasion. These recor,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 2",D-Day Invasion (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
do represent a comprehensive compilation of U. S. Army records for D-Day or for the military units,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 2",D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
82nd Airborne Division,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 2",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
101 Airborne Division,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 6",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
"101st Airborne Division Artillery Unit History, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 14",D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
"101st Airborne Division Artillery After Action Reports, May 17-July 9, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 14",D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
"101st Airborne Division Artillery Unit Journal, May 17-July 12, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 14",D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
"101st Airborne Division Surgeon, Report of Activities, 1944-1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 15",D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
81st Airborne Antiaircraft Battalion,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 230",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
81st Airborne Antiaircraft Battalion of the 101st Airborne Division,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 265",D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
326th Airborne Engineer Battalion,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 540",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
Organizational [History] of the 326th Airborne Engineer Battalion. August,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 653",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
"326th Airborne Engineer Battalion History February-November, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 653",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
"326th Airborne Engineer Battalion Operational Information, June 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 653",D-Day Invasion (Subject Guide),112,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json,0,
"29th Division Artillery After Action Report, June 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,"GENERAL STAFF: Records, 1943-45 (microfilm) Box 865",D-Day Invasion (Subject Guide),19,29th_division_history_01KQ6AFJT3D9FTNK6DNW9PMSJR.json; brest_au_combat_01KPSZR6HABC9DKGA5016Y4H5Q.json; 29th_division_field_order_9_01KPVWXRZCGNWSDKRF8JREY511.json; arty_aar_jul_01KQ61Y3KBEHRGPCNP3KC192XZ.json; 29_lets_go_01KPTCAEPE89BNHWEKYZ0BNR1F.json,0,
201 File (1) [D-Day landing table],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
"Papers [AP message announcing D-Day landings 3 days early by mistake, followed by",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
Letters June 1944 [June 26 letter re experiences on D-Day],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
Papers (1) (2)[diary of the war; xeroxed newspaper clippings from D-Day veterans],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
Papers [rescue of survivors from USS Corry which was sunk by enemy fire on D-Day],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
"Rosie, George M. (101st Airborne Division)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,WORLD WAR II PARTICIPANTS AND CONTEMPORARIES: Papers Box 4,D-Day Invasion (Subject Guide),210,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; ltr_lt_gen_anthony_c_mcauliffe_formerly_cg_101st_abn_div_arty_to_ocmh_8_feb_54_01KT827XXNEVB65FFC2HQ9SYKA.json; analysis_of_battle_casualty_reports_received_from_82d_airborne_division_01KQ6A6XAVJ1Y1S7RF5Z22Y7D8.json; aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json,0,
